Policy_ID,Age,Gender,Location,Insurance_Type,Coverage_Amount,Premium,Deductible,Risk_Factor,Claims_Count,Total_Claim_Cost,Claim_Reason,Customer_Feedback_Score,Policy_Start_Date,Last_Claim_Date
766,22,Non-Binary,Rural,Home,396768.46,483.24,703.98,0.46,1,7033.3,Theft,10,2018-10-29 10:17:26,2020-10-27 12:33:23
767,25,Male,Rural,Home,175689.44,1164.48,602.46,0.28,0,0,Natural Disaster,4,2010-06-08 06:31:17,2017-08-01 17:52:12
768,21,Male,Rural,Life,262468.27,1899.15,262.91,0.54,0,0,Natural Disaster,5,2021-02-19 22:50:45,2013-01-29 18:01:36
769,66,Male,Rural,Life,374989.88,1779.36,505.74,0.24,0,0,Theft,9,2013-10-24 11:46:04,2019-01-09 03:10:41
770,30,Male,Suburban,Home,290378.64,669.13,557.58,0.13,2,5565.5,Natural Disaster,10,2019-08-11 07:10:58,2010-01-09 06:34:18
771,55,Male,Rural,Life,283972.91,1906.61,800.15,0.07,0,0,Other,6,2013-09-19 15:37:04,2010-06-25 18:45:22
772,63,Female,Suburban,Home,429142.35,981.95,624.31,0.6,0,0,Other,4,2014-03-25 15:16:41,2021-04-11 21:20:00
773,66,Male,Rural,Automotive,343716.41,1753.61,439.46,0.21,3,2528.82,Accident,6,2021-01-22 10:32:27,2014-08-11 16:02:40
774,63,Male,Suburban,Life,473211.98,481.56,954.46,0.38,0,0,Other,4,2010-09-10 07:47:24,2015-03-07 18:47:12
775,36,Non-Binary,Urban,Automotive,172213.77,1001.37,552.32,0.33,2,28082.86,Other,2,2020-02-09 12:34:26,2011-11-19 04:52:50
776,69,Female,Suburban,Home,94879.74,1223.64,875.4,0.28,1,5239.9,Other,10,2014-05-19 02:06:14,2010-07-20 08:50:49
777,67,Female,Suburban,Automotive,133692.38,1320.28,497.5,0.13,0,0,Other,1,2011-07-16 15:22:23,2011-04-10 01:32:22
778,25,Non-Binary,Urban,Life,135422.46,1820.21,113.47,0.17,1,2100.03,Natural Disaster,3,2020-02-17 17:46:50,2017-07-14 00:32:18
779,44,Male,Rural,Automotive,299389.44,845.17,641.92,0.38,2,26178.64,Other,6,2016-01-19 19:40:32,2013-03-16 16:45:44
780,67,Female,Rural,Life,280364.27,525.63,822.18,0.07,2,13495.34,Accident,5,2010-10-24 10:02:06,2019-02-14 06:51:12
781,64,Male,Suburban,Automotive,317308.88,1103.65,355.46,0.58,6,40754.58,Natural Disaster,9,2021-10-14 21:55:15,2013-11-21 11:51:02
782,47,Non-Binary,Rural,Life,140475.44,453.11,735.71,0.18,1,13426.76,Theft,3,2022-07-08 03:03:57,2022-10-07 18:24:00
783,21,Female,Rural,Home,157677.52,1733.79,517.12,0.4,0,0,Theft,6,2013-05-13 07:49:16,2016-10-27 11:44:08
784,28,Male,Urban,Automotive,75630.32,1198.19,418.63,0.43,1,5593.42,Natural Disaster,10,2021-10-21 19:34:10,2016-09-06 00:05:53
785,38,Female,Rural,Automotive,61394.69,689.26,154.11,0.15,1,4251.69,Natural Disaster,2,2022-05-03 10:24:13,2019-06-02 04:37:23
786,60,Female,Rural,Automotive,209952.93,522.14,420.1,0.13,0,0,Other,5,2017-06-06 23:28:25,2011-05-30 06:14:04
787,19,Male,Suburban,Life,385841.55,1304.84,827.89,0.31,0,0,Natural Disaster,9,2016-02-16 01:15:06,2021-05-19 18:10:52
788,38,Male,Rural,Automotive,365050.14,1577.85,816.21,0.1,1,13631.79,Natural Disaster,8,2017-06-26 16:15:41,2010-03-20 19:25:47
789,34,Female,Rural,Automotive,349389.85,958.01,858.07,0.45,1,6064.56,Theft,5,2015-08-05 05:59:52,2013-03-24 17:12:28
790,60,Non-Binary,Suburban,Life,59661.68,1627.04,819.01,0.23,1,10504.53,Natural Disaster,8,2012-08-25 19:58:04,2016-07-26 07:10:03
791,68,Female,Suburban,Life,476834.1,1446.29,790.03,0.28,2,22286.09,Accident,6,2019-07-28 01:35:07,2016-02-09 04:21:12
792,46,Non-Binary,Suburban,Automotive,203178.86,384.57,850.23,0.15,1,13115.74,Other,7,2017-01-10 13:22:43,2015-11-27 23:19:29
793,44,Female,Rural,Automotive,245348.36,1523.41,837.67,0.31,1,607.11,Natural Disaster,1,2012-04-07 19:25:26,2013-05-15 06:45:46
794,41,Male,Rural,Life,410563.97,1277.08,298.88,0.3,1,2950.95,Theft,9,2015-01-13 10:15:37,2017-01-10 18:22:16
795,66,Non-Binary,Rural,Automotive,91188.32,1861.09,736.53,0.36,0,0,Accident,8,2015-01-28 02:32:12,2014-02-28 14:36:36
796,20,Non-Binary,Rural,Automotive,129583.66,459.05,996.8,0.24,0,0,Accident,6,2017-07-09 07:01:28,2011-10-30 02:21:47
797,56,Female,Rural,Home,196525.38,597.79,230.6,0.38,1,3530.5,Natural Disaster,5,2014-09-21 21:37:21,2014-11-20 11:46:30
798,27,Female,Rural,Home,429523.64,1429.33,761.89,0.09,0,0,Natural Disaster,4,2022-09-03 05:39:53,2020-11-06 05:05:03
799,20,Non-Binary,Suburban,Automotive,358602.02,1750.7,929.95,0.39,1,322.82,Natural Disaster,6,2010-01-30 19:08:01,2010-10-18 07:10:37
800,62,Male,Suburban,Home,211277.48,654.34,686.57,0.44,0,0,Other,6,2011-06-24 13:45:52,2017-05-16 09:05:08
801,59,Non-Binary,Rural,Home,470014.61,1912.23,407.81,0.15,2,16118.53,Theft,7,2014-10-08 07:28:32,2019-05-11 17:55:25
802,43,Non-Binary,Urban,Life,402665.61,1808.58,704.9,0.41,2,8914.88,Natural Disaster,5,2011-04-28 23:42:29,2021-10-22 03:24:38
803,54,Male,Suburban,Automotive,54701.31,468.08,935,0.15,1,7936.95,Accident,2,2019-03-14 23:45:09,2019-06-28 05:23:00
804,44,Male,Rural,Automotive,252630.71,1906.87,941.8,0.12,1,10344.39,Natural Disaster,8,2016-02-12 08:02:13,2014-01-05 00:29:24
805,22,Female,Suburban,Home,241281.36,710.32,879.66,0.59,0,0,Accident,5,2022-06-21 07:32:31,2020-05-18 10:22:10
806,59,Female,Urban,Home,156019.97,1364.98,600.87,0,2,10340.38,Natural Disaster,2,2014-11-07 16:43:14,2018-03-24 05:47:05
807,28,Female,Suburban,Automotive,176789.06,1481.5,614.65,0.14,1,13600.4,Accident,4,2013-10-13 16:59:42,2019-03-14 12:35:12
808,30,Male,Suburban,Life,357281.09,861.8,963.53,0.24,2,24990.61,Accident,9,2022-09-11 18:19:12,2018-01-03 21:37:05
809,58,Non-Binary,Suburban,Automotive,158201.83,405.32,696.1,0.36,1,12437.66,Other,4,2014-06-23 17:04:22,2017-08-25 03:14:27
810,51,Male,Suburban,Life,383148.75,1451.81,118.2,0.51,2,29429.21,Natural Disaster,5,2014-11-28 18:48:41,2019-12-27 08:58:07
811,55,Female,Rural,Automotive,261233.15,507.16,349.32,0.42,0,0,Natural Disaster,8,2015-07-24 10:23:11,2012-07-30 11:33:40
812,57,Non-Binary,Urban,Automotive,85844.03,352.51,451.46,0.54,2,2572.24,Natural Disaster,8,2022-04-30 23:21:52,2010-10-13 13:53:55
813,50,Female,Rural,Life,232939.94,1569.92,538.11,0.51,3,3884.68,Other,8,2017-10-28 06:15:54,2014-05-24 03:44:44
814,51,Non-Binary,Suburban,Life,406182.08,488.4,373.3,0.25,1,4765.9,Accident,6,2021-02-22 11:32:59,2010-12-07 18:50:51
815,44,Male,Suburban,Life,108165.93,1678.98,292.98,0.34,1,12883.66,Accident,5,2019-07-15 10:27:12,2022-09-12 05:58:43
816,53,Female,Suburban,Life,276208.52,1981.43,739.53,0.21,0,0,Accident,9,2019-04-26 02:01:17,2022-03-30 02:05:19
817,43,Male,Urban,Life,133843.38,986.26,252.25,0.57,2,15483.35,Natural Disaster,6,2018-04-05 06:35:09,2022-09-09 04:02:01
818,68,Male,Urban,Life,466861.44,1398.24,181.98,0.19,0,0,Theft,8,2018-03-05 22:04:47,2012-09-17 11:24:57
819,42,Male,Rural,Life,296826.5,1880.9,469.04,0.37,3,8196.79,Natural Disaster,3,2011-07-15 18:08:02,2011-01-22 11:50:12
820,36,Non-Binary,Suburban,Home,124369.44,1858.72,829.47,0.24,1,537.27,Accident,4,2020-06-19 17:28:28,2013-03-06 15:15:32
821,38,Male,Urban,Automotive,301571.63,831.85,784.24,0.19,2,20801.36,Theft,10,2012-12-25 22:31:46,2013-06-29 16:40:40
822,48,Male,Suburban,Life,481366.1,346.17,312.75,0.2,1,6627.88,Natural Disaster,4,2021-09-03 04:42:17,2016-12-03 13:59:43
823,46,Non-Binary,Rural,Home,423394.72,789.17,340.21,0.11,0,0,Accident,8,2019-02-12 15:28:21,2014-01-31 06:25:22
824,26,Male,Rural,Automotive,203048.07,615.99,988.43,0.19,0,0,Accident,9,2018-08-08 18:07:35,2020-05-25 04:48:09
825,36,Male,Urban,Automotive,384622.08,904.94,166.87,0.25,1,10312.03,Natural Disaster,7,2013-09-11 00:09:22,2019-06-18 03:25:48
826,43,Male,Rural,Automotive,358901.43,782.96,170.78,0.3,3,21318.02,Natural Disaster,2,2011-06-06 07:20:37,2012-09-02 01:14:46
827,42,Non-Binary,Urban,Home,386719.64,1733.18,181.59,0.1,0,0,Accident,4,2021-08-01 10:54:42,2022-07-05 17:28:19
828,57,Non-Binary,Suburban,Home,267568.12,1191.59,391.4,0.05,0,0,Accident,3,2018-09-14 01:17:52,2010-05-16 07:43:09
829,60,Female,Urban,Automotive,463557.99,519.97,787.45,0.59,0,0,Natural Disaster,2,2017-08-22 00:39:35,2021-09-04 04:24:54
830,46,Male,Rural,Home,217657.52,955.81,901.62,0.18,2,663.5,Accident,7,2011-07-10 23:04:01,2020-03-20 22:06:55
831,42,Non-Binary,Suburban,Home,483143.04,1432.11,939.17,0.17,1,12730.45,Other,8,2013-12-16 11:55:53,2015-12-08 23:23:46
832,36,Male,Rural,Life,105091.97,1801.07,327.17,0.51,0,0,Accident,9,2017-04-29 06:44:35,2015-11-27 19:51:11
833,21,Non-Binary,Suburban,Home,469618.33,1084.02,514.16,0.17,1,13398.1,Accident,1,2018-06-05 08:20:02,2020-08-17 16:43:29
834,62,Non-Binary,Suburban,Automotive,393033.22,1860.85,184.16,0.3,0,0,Other,10,2013-07-10 08:38:46,2022-01-23 17:36:41
835,37,Non-Binary,Suburban,Automotive,479841.36,1653.75,600.61,0.23,1,13847.82,Theft,4,2014-10-27 21:42:32,2010-06-22 00:32:41
836,63,Female,Suburban,Home,299135.09,428.97,105.89,0.41,1,2474.56,Natural Disaster,7,2018-02-09 14:19:06,2016-09-12 01:52:24
837,18,Male,Rural,Home,471507.36,1681.86,513.67,0.03,2,17797.99,Theft,10,2010-03-14 21:35:17,2016-12-22 09:42:37
838,28,Non-Binary,Urban,Automotive,126324.59,455.57,982.37,0.16,0,0,Natural Disaster,9,2011-11-20 00:52:00,2010-07-31 18:07:41
839,21,Male,Suburban,Automotive,63453.77,1855.87,226.38,0.31,1,7540.19,Accident,2,2016-03-12 16:37:54,2018-11-16 16:44:34
840,24,Non-Binary,Rural,Home,365299.5,1520.32,289.68,0.17,0,0,Theft,8,2013-06-04 22:31:37,2019-06-08 20:49:51
841,45,Male,Rural,Home,438571.01,696.08,349.88,0.28,1,4855.37,Theft,1,2018-01-16 23:15:31,2011-12-08 10:05:39
842,53,Male,Rural,Life,453600.92,587.32,880.11,0.26,0,0,Other,6,2022-04-10 15:01:06,2022-10-09 22:11:01
843,24,Non-Binary,Urban,Automotive,77662.17,1081.39,900.99,0.19,1,1662.02,Other,4,2019-03-10 12:43:32,2014-03-30 13:29:58
844,37,Male,Rural,Home,208954.61,1404.47,950.75,0.46,0,0,Theft,2,2013-06-06 23:04:12,2017-04-21 12:05:02
845,52,Female,Rural,Home,249937.1,646.1,323.57,0.46,1,13435.24,Accident,8,2010-04-03 20:56:44,2014-01-10 19:11:18
846,68,Female,Urban,Home,466800.87,1927.09,508.14,0.36,0,0,Natural Disaster,7,2018-05-24 10:46:59,2018-11-30 21:22:45
847,68,Male,Rural,Automotive,181822.26,553.08,443.81,0.2,0,0,Natural Disaster,9,2014-08-28 20:27:59,2018-09-26 09:39:29
848,56,Male,Rural,Life,359769.07,1762.03,636.27,0.35,0,0,Accident,10,2017-03-26 13:20:47,2010-01-05 19:50:23
849,38,Non-Binary,Urban,Home,148950.12,744.55,366.36,0.26,1,10031.58,Other,6,2019-07-13 16:25:07,2012-03-12 03:20:53
850,61,Non-Binary,Urban,Life,325727.05,377.47,846.11,0.06,0,0,Accident,4,2012-12-03 05:46:59,2012-11-14 06:41:24
851,18,Male,Urban,Automotive,100905.52,1326.57,915.53,0.28,0,0,Theft,9,2012-01-03 01:48:30,2019-06-02 14:01:26
852,54,Male,Suburban,Life,389546,1040.2,909.97,0.22,0,0,Accident,7,2013-02-13 20:54:53,2010-12-06 04:32:02
853,63,Male,Urban,Life,70047.24,817.58,336.86,0.05,0,0,Theft,10,2021-06-20 13:50:21,2010-12-11 00:10:21
854,59,Male,Suburban,Life,499254.43,844.44,536.04,0.28,0,0,Natural Disaster,5,2020-07-08 07:35:00,2017-01-20 00:05:33
855,20,Female,Suburban,Automotive,410632.27,1453.67,584.07,0.09,1,4603.13,Other,6,2020-08-06 10:15:06,2019-12-07 13:20:47
856,51,Male,Urban,Automotive,325713.49,1101.61,972.93,0.5,2,3728.74,Other,1,2020-08-08 01:07:04,2020-08-10 02:50:50
857,30,Non-Binary,Suburban,Home,395825.19,1143.55,494.13,0.45,1,798.3,Other,4,2011-07-29 10:17:24,2015-09-23 19:31:14
858,33,Female,Rural,Home,51361.92,388.53,162.84,0.13,1,12732.9,Other,5,2011-11-28 22:03:09,2015-03-23 05:17:47
859,51,Male,Rural,Home,242777.8,1489.33,679.06,0.78,2,7348.49,Other,1,2020-05-23 02:30:10,2021-05-22 11:22:46
860,41,Non-Binary,Urban,Life,317129.97,1175.83,257.02,0.17,3,1532.43,Accident,7,2011-02-27 14:31:48,2010-03-20 07:07:59
861,30,Female,Suburban,Life,489290.62,1652.33,428.67,0.26,0,0,Accident,6,2017-02-04 18:24:18,2011-09-29 13:01:57
862,23,Male,Rural,Life,214638.56,1223.31,566.27,0.21,1,6744.1,Accident,10,2022-05-23 14:33:45,2020-01-06 11:18:40
863,56,Male,Suburban,Automotive,486720.95,739.97,966.5,0.15,1,14748.36,Accident,10,2020-08-04 12:56:26,2012-02-16 14:26:35
864,19,Male,Suburban,Home,281997.17,514.56,243.69,0.27,1,13047.06,Accident,5,2013-12-14 15:20:43,2014-07-15 21:18:00
865,28,Male,Rural,Automotive,81221.74,1170.19,866.68,0.29,2,26636.14,Other,3,2022-01-04 20:53:15,2011-04-18 01:27:09
866,24,Female,Urban,Life,327425.43,1922.38,116.91,0.49,0,0,Natural Disaster,4,2017-01-19 05:53:46,2014-05-24 22:52:44
867,24,Non-Binary,Suburban,Home,419937.54,609.12,143.12,0.34,7,16162.88,Accident,7,2011-10-04 17:18:21,2020-06-25 10:45:29
868,56,Male,Rural,Automotive,449210.52,1317.76,531.52,0.48,2,25465.07,Theft,5,2012-08-01 16:23:40,2012-06-30 03:37:35
869,56,Female,Urban,Home,287975.96,1279.59,615.13,0.12,0,0,Theft,9,2016-09-15 13:17:43,2017-03-07 00:52:03
870,29,Female,Suburban,Home,250167.4,770.06,270.11,0.38,0,0,Theft,2,2012-06-05 05:53:45,2012-07-08 09:10:59
871,68,Non-Binary,Suburban,Home,337141.36,1656.25,266.54,0.32,1,6402.73,Other,2,2017-09-16 21:21:20,2019-02-23 11:43:04
872,39,Female,Suburban,Life,78084.1,1485,747.75,0.05,3,40857.9,Natural Disaster,4,2015-12-28 00:01:37,2013-09-21 15:03:01
873,68,Female,Suburban,Life,473778.24,1168.66,377.59,0.08,0,0,Natural Disaster,9,2013-12-22 20:44:39,2013-08-05 19:32:02
874,68,Non-Binary,Urban,Home,157958.77,1360.12,739.23,0.28,0,0,Theft,7,2019-03-19 17:42:23,2015-01-10 08:53:24
875,69,Female,Suburban,Life,332318.11,1399.55,565.75,0.17,0,0,Natural Disaster,4,2013-07-26 04:46:33,2015-07-12 02:52:23
876,20,Female,Rural,Automotive,321595.06,1931.72,430.24,0.06,2,21638.24,Natural Disaster,9,2016-01-01 06:44:02,2010-05-23 11:51:25
877,30,Non-Binary,Rural,Automotive,374762.53,644.58,141.19,0.41,1,11827.66,Accident,10,2013-04-18 05:28:23,2012-04-18 10:49:18
878,47,Female,Rural,Automotive,434089.34,1233.91,975.25,0.05,1,11688.46,Natural Disaster,2,2019-10-26 00:13:14,2019-06-01 11:15:00
879,27,Non-Binary,Urban,Life,163708.48,1733.09,442.01,0.43,0,0,Other,8,2020-08-14 15:06:02,2014-07-26 08:15:52
880,69,Male,Rural,Home,143115.72,503.1,810.67,0.68,2,28233.92,Accident,5,2011-12-21 02:46:33,2013-07-04 08:07:39
881,26,Male,Suburban,Automotive,385804.14,1983.29,403.02,0.24,0,0,Accident,1,2017-01-29 19:37:39,2020-10-02 11:23:00
882,23,Male,Suburban,Automotive,133919.91,1591.34,908.01,0.47,2,28630.22,Theft,5,2018-01-30 17:59:44,2016-08-08 20:16:08
883,61,Male,Rural,Life,480219.26,722.5,164.91,0.22,1,1269.71,Accident,6,2018-12-05 08:33:49,2021-12-07 18:31:21
884,19,Female,Urban,Life,138765.2,1957.12,353.24,0.31,3,43077.84,Other,10,2015-09-07 15:13:45,2011-06-16 13:32:16
885,61,Male,Urban,Life,286911.31,688.44,573.58,0.31,0,0,Other,10,2013-06-27 17:34:24,2019-02-09 00:10:19
886,33,Non-Binary,Suburban,Home,345322.43,1767.05,651.68,0.26,0,0,Accident,6,2021-11-15 23:52:25,2010-04-05 15:27:33
887,30,Non-Binary,Suburban,Home,126802.43,719.15,679.11,0.56,1,9998.22,Accident,7,2010-08-25 10:26:16,2017-10-12 20:31:16
888,65,Non-Binary,Rural,Life,223674.26,1691.46,452.71,0.4,0,0,Theft,7,2018-09-22 21:39:56,2010-04-19 05:12:51
889,30,Non-Binary,Urban,Automotive,400584.31,855.41,664.91,0.3,1,9564.74,Accident,2,2012-05-28 20:17:26,2010-04-11 21:05:08
890,39,Male,Rural,Life,185069.92,1993.54,879.6,0.72,2,13486.27,Natural Disaster,4,2018-04-07 15:04:29,2014-10-20 18:23:38
891,36,Non-Binary,Suburban,Automotive,204889.16,1685.44,854.27,0.2,0,0,Other,9,2018-02-19 19:47:04,2022-04-26 13:48:29
892,43,Male,Suburban,Life,141854.56,732.93,327.06,0.12,0,0,Other,3,2010-12-03 10:03:23,2021-09-15 05:37:37
893,31,Non-Binary,Rural,Home,391347.1,1593.97,137.44,0.25,1,10745.76,Theft,8,2018-12-20 15:35:55,2016-09-15 22:49:21
894,48,Non-Binary,Urban,Automotive,157765.64,1275.34,315.68,0.08,0,0,Theft,5,2019-08-21 14:24:05,2012-08-06 10:39:11
895,46,Male,Suburban,Home,171878.08,695.2,837.55,0.04,3,33280.97,Theft,5,2018-04-23 08:47:25,2011-02-21 08:14:28
896,62,Male,Suburban,Automotive,270895.84,497,693.03,0.33,1,1653.18,Theft,4,2019-06-14 15:10:46,2012-04-15 11:17:11
897,59,Female,Urban,Automotive,136305.82,1054.91,212.05,0.33,2,21242.43,Accident,10,2016-11-12 15:21:14,2012-07-08 22:19:04
898,39,Female,Suburban,Life,153331.18,583.58,247.85,0.07,1,9352.59,Natural Disaster,5,2018-11-19 19:09:12,2018-08-04 13:33:24
899,24,Female,Urban,Automotive,466802.75,1731.67,338.63,0.11,2,4546.96,Natural Disaster,2,2019-07-18 11:35:45,2018-02-14 08:48:23
900,54,Non-Binary,Urban,Life,410936.58,847.28,868.86,0.42,0,0,Other,8,2011-12-25 21:48:19,2022-02-08 01:45:27
901,66,Non-Binary,Suburban,Home,170875.28,569.37,458.17,0.25,1,11452.62,Natural Disaster,3,2020-02-12 18:21:31,2015-12-02 00:12:50
902,58,Non-Binary,Rural,Life,364599.13,1526.46,405.69,0.18,0,0,Theft,3,2017-08-19 14:52:35,2020-03-10 20:41:42
903,44,Female,Suburban,Home,213914.17,713.05,303.09,0.16,0,0,Accident,5,2019-07-30 15:14:37,2017-08-21 06:01:38
904,48,Female,Suburban,Home,241261.53,1464.69,706.53,0.26,0,0,Natural Disaster,3,2021-07-16 17:45:28,2012-06-08 11:08:27
905,23,Female,Suburban,Life,367636.73,978.98,971.24,0.62,2,20048.9,Theft,4,2022-04-27 07:45:23,2016-01-18 02:31:51
906,33,Non-Binary,Suburban,Automotive,412455.97,961.46,171.41,0.4,1,2874.41,Theft,10,2013-11-19 12:06:54,2021-07-03 21:08:31
907,55,Male,Rural,Home,168598.83,476.59,552.45,0.51,7,104397.54,Other,6,2021-09-24 22:39:35,2011-05-21 06:54:38
908,55,Female,Rural,Automotive,128188.66,302.24,912.29,0.31,3,44096.82,Natural Disaster,9,2011-11-14 15:24:00,2017-08-08 05:06:35
909,67,Male,Rural,Home,247954.57,1908.74,340.82,0.11,1,10803.27,Natural Disaster,5,2022-02-10 02:32:04,2012-05-03 11:50:06
910,49,Non-Binary,Urban,Home,163219.69,314.4,405.13,0.17,1,2495.89,Accident,7,2012-09-27 23:10:29,2011-05-24 21:16:35
911,50,Female,Rural,Home,411730.41,1560.61,544.11,0.23,1,2888.46,Natural Disaster,7,2016-07-15 04:15:17,2021-02-18 00:03:15
912,66,Non-Binary,Urban,Life,126010.8,1460.26,226.11,0.31,1,13766.6,Theft,1,2011-08-24 04:13:50,2020-02-10 07:22:19
913,34,Male,Suburban,Life,197049.01,1018.15,823.41,0.51,1,6823.65,Other,4,2019-07-21 08:50:08,2013-07-20 01:07:41
914,50,Non-Binary,Rural,Home,136939.84,1219.42,326.63,0.3,1,1826.47,Natural Disaster,5,2014-07-02 23:40:02,2020-04-22 19:39:24
915,28,Non-Binary,Rural,Life,64914.91,1034.49,152.94,0.22,0,0,Theft,3,2012-11-12 16:47:15,2021-07-11 01:55:02
916,30,Female,Rural,Life,312781.71,1463.13,698.28,0.31,4,47167.9,Accident,4,2016-11-20 06:39:08,2011-02-15 03:41:29
917,47,Male,Rural,Home,401015.21,1526.07,590.77,0.64,0,0,Theft,7,2021-11-14 14:09:04,2016-11-21 17:39:09
918,18,Female,Rural,Home,417977.71,778.77,936.67,0.38,1,13306.08,Natural Disaster,10,2018-12-12 00:56:38,2011-11-22 23:42:58
919,47,Non-Binary,Suburban,Life,359811.44,1744.01,804.38,0.56,0,0,Theft,8,2010-12-18 03:22:18,2012-03-27 21:51:18
920,44,Non-Binary,Rural,Life,393261.26,1183.66,132.42,0.15,1,7629.17,Theft,6,2013-05-28 05:36:42,2018-06-16 12:02:08
921,57,Male,Urban,Home,249604.35,1736,576.82,0.14,1,10401.33,Accident,6,2011-04-10 07:11:15,2016-08-05 01:32:47
922,40,Non-Binary,Urban,Life,101437.27,1884.42,881.05,0.21,3,5900.91,Theft,6,2021-08-30 04:54:40,2016-04-15 17:43:21
923,37,Female,Rural,Home,172428.75,1146.13,116.5,0.61,1,13012.63,Natural Disaster,2,2011-06-07 17:10:38,2020-11-07 23:17:06
924,23,Male,Urban,Automotive,302331.12,1595.46,436.12,0.59,1,5460.57,Theft,8,2020-09-06 03:45:01,2011-02-26 06:42:23
925,54,Non-Binary,Rural,Home,468446.28,1230.14,849.78,0.52,0,0,Theft,6,2016-11-16 10:14:10,2017-07-07 10:02:34
926,37,Female,Suburban,Home,355983.01,1015.86,324.4,0.33,1,3588.02,Other,1,2016-03-30 16:07:29,2016-07-17 08:44:54
927,54,Female,Urban,Home,133158.91,965.55,110.96,0.33,1,3685.57,Accident,6,2021-11-08 16:11:09,2017-08-26 20:24:18
928,23,Male,Rural,Automotive,259045.21,1291.86,406.52,0.44,0,0,Natural Disaster,4,2020-07-31 05:37:53,2019-12-22 02:45:21
929,46,Non-Binary,Urban,Home,426830.39,949.12,131.13,0.53,1,8798.37,Accident,3,2011-12-22 04:01:23,2015-06-28 08:07:49
930,30,Female,Rural,Home,93546.69,1651.63,924.12,0.44,3,34423.71,Natural Disaster,9,2014-07-11 02:42:29,2018-05-11 14:28:00
931,44,Male,Urban,Home,85621.84,652.45,867.5,0.2,2,23949.9,Accident,5,2013-01-21 01:26:18,2017-04-02 04:12:01
932,67,Female,Suburban,Automotive,471869.5,761.24,479.73,0.6,0,0,Accident,1,2018-02-10 16:12:47,2019-07-03 20:24:26
933,37,Non-Binary,Urban,Automotive,443042.94,1214.53,467.04,0.2,1,2735.1,Other,6,2018-02-16 11:20:56,2015-09-26 09:31:50
934,30,Female,Urban,Life,242890.18,810.54,981.48,0.33,1,4125.99,Theft,5,2021-04-13 17:48:28,2011-06-16 06:50:32
935,56,Non-Binary,Urban,Automotive,375819.07,1504.98,540.34,0.51,1,13563.5,Theft,8,2020-09-16 06:57:24,2016-05-01 08:58:52
936,25,Female,Urban,Home,402958.67,1206.67,493.02,0.16,2,14731.57,Other,4,2021-05-12 14:19:09,2013-06-21 14:45:29
937,34,Non-Binary,Rural,Home,198661.38,447.76,460.42,0.37,1,5693.62,Other,5,2020-04-02 16:04:54,2017-04-23 06:43:06
938,47,Female,Suburban,Life,246305.56,1586.94,385.93,0.12,2,25359.84,Theft,7,2011-08-18 13:01:57,2019-03-24 04:02:58
939,18,Female,Suburban,Life,437298.14,673.23,408.91,0.26,1,1165.02,Other,8,2017-11-13 20:49:21,2020-09-25 14:42:09
940,41,Male,Urban,Home,56016.11,1904.3,499.95,0.49,1,12598.86,Other,8,2017-05-03 12:48:08,2016-11-04 01:14:06
941,33,Non-Binary,Urban,Life,202238.6,1043.57,931.17,0.49,3,37832.91,Theft,5,2021-11-02 09:09:51,2016-05-21 14:18:28
942,28,Female,Suburban,Automotive,486819.97,1556.94,890.06,0.34,3,11753.16,Theft,8,2017-04-25 04:49:34,2020-07-06 14:22:16
943,21,Male,Suburban,Home,256198.97,1635.43,786.49,0.49,1,6008.24,Theft,6,2019-12-31 05:21:38,2015-06-10 06:58:28
944,21,Female,Suburban,Home,232438.45,1334.76,805.41,0.14,2,2810.84,Theft,2,2011-07-08 07:51:24,2010-03-18 11:06:42
945,34,Male,Suburban,Automotive,64645.35,709.05,481.53,0.37,1,6463.03,Other,5,2014-03-08 14:22:29,2010-08-28 09:16:34
946,66,Female,Urban,Home,377982.07,544.24,624.54,0.03,2,16471.31,Theft,5,2012-09-27 07:11:43,2015-05-28 20:59:36
947,27,Male,Suburban,Home,473488.43,1539.48,907.23,0.07,0,0,Theft,4,2011-06-23 07:01:44,2022-09-27 18:51:56
948,38,Non-Binary,Urban,Automotive,363983.67,722.52,397.79,0.6,0,0,Other,1,2011-05-25 03:06:30,2016-04-13 09:40:00
949,55,Female,Urban,Life,345827.3,771.73,457.68,0.33,0,0,Theft,8,2012-09-24 10:24:34,2018-02-08 20:58:57
950,66,Non-Binary,Suburban,Home,469419.73,1396.19,338.57,0.14,0,0,Natural Disaster,7,2018-03-04 14:47:22,2021-06-01 06:12:48
951,35,Non-Binary,Rural,Automotive,119315.28,1975.61,140.44,0.32,1,205.39,Theft,10,2020-06-21 19:46:11,2022-02-21 03:04:33
952,27,Male,Urban,Automotive,96819.3,1193.65,114.61,0.66,0,0,Natural Disaster,7,2017-02-04 15:05:03,2017-01-13 06:44:17
953,62,Non-Binary,Suburban,Life,358524.28,878.92,345.19,0.3,0,0,Natural Disaster,7,2019-03-04 05:58:07,2012-11-05 21:21:11
954,33,Male,Urban,Life,83140.99,358.38,947.06,0.35,1,13755.3,Accident,9,2016-01-14 12:50:26,2022-01-31 10:21:38
955,56,Male,Rural,Home,458974.58,1687.66,391.81,0.12,1,2819.51,Natural Disaster,5,2013-01-04 09:12:58,2012-04-28 20:53:17
956,32,Male,Suburban,Automotive,358185.74,1447.89,899.71,0.27,2,21499.58,Natural Disaster,5,2014-08-10 16:58:12,2012-01-31 18:35:19
